id,oracion
659,"se trata ni más ni menos que de explorar las técnicas de bigdata , extendidas en el campo de la estadística para mezclar y condensar diferentes datos , como lo son las encuestas , los indicadores socioeconómicos y los resultados de los comicios ."
660,"y para encrespar más las olas , a esto se sumó el llamado predpol , un sistema instrumentado por la policía de la ciudad de los angeles , en el mismo estado que maneja grandes volúmenes de datos ( con la herramienta informática llamada bigdata ) y marca las zonas donde hay más probabilidades de que ocurra un delito ."
661,"la empresa , que es acelerada por xpand ventures , obtuvo el premio ' israel innovation awards ' por su plataforma que utiliza bigdata para hacer más eficiente el manejo del riego en agricultura extensiva . googletag . cmd . push ( function ( ) {googletag . display ( ' dfp - rectangle_2 ' ) ; } ) ; la distinción fue entregada por la cámara de comercio argentino israelí , junto con la embajada de israel en la república argentina y el ministerio de ciencia , tecnología e innovación productiva de la nación ."
662,"el consultor luis dall’ aglio resaltó por su parte ' el salto cualitativo que implica contar con los elementos del bigdata en una ciudad como córdoba , donde el 69 por ciento de la población dice que el whatsapp es el principal medio utilizado para su comunicación ' ."
663,"para el politólogo marcelo nazareno habrá que ver cómo los elementos del bigdata pueden ser aplicables en el diseño de políticas públicas que , por definición y practicidad , son generales ."
664,bigdata e inteligencia_artificial son la enorme posibilidad de recuperar y hacer real la promesa de la personalización .
665,"debemos anticipar para llegar de forma oportuna , pertinente y adecuada , a cada consumidor . bigdata e inteligencia_artificial son recursos que nos permiten –y nos obligan– a generar una oferta lo más adecuada posible para cada quien ."
666,la intención del bigdata no varía mucho de la que tuvimos desde siempre : recolectar toda la información posible sobre nuestros clientes .
667,"el uso de bots es uno de los primeros pasos que dio el mercadeo en este sentido , aunque todavía alejados de la verdadera potencia . bigdata , inteligencia_artificial y los sistemas expertos ( que permiten operar los datos y aprendizajes para manejar en forma automatizada y óptima las acciones que ofrecemos a cada consumidor ) son la enorme posibilidad de recuperar y de hacer real la promesa de la personalización ."
668,"en tanto , agustín giménez , director comercial de la consultora sociallive , aconsejó que la industria fije su estrategia en el bigdata para saber ' escuchar ' a la audiencia y lo que están diciendo los consumidores en la web ."
669,"con dispositivos como siri , cortana y assistant siendo usados fuera de tablets y smartphones , será cuestión de tiempo que los usuarios controlen sus aparatos iot con su voz . bigdata y el aprendizaje automático ."
670,"básicamente , la bigdata y el iot dependen uno del otro ."
671,"además , estudia la revolución generada por el bigdata ."
672,"además , está particularmente interesado en el estudio de la revolución generada por el bigdata . - ¿ puede que la lentitud de la actualización de las leyes frene en parte el desarrollo de los sistemas basados en bigdata ? - al revés ."
673,"más que un freno , que nadie se preocupe de que toda esa información sea usada para bien es parte del peligro . - en esta ' revolución ' originada por el bigdata , hay empresas que se benefician más de la información que brindamos . - pero en la revolución industrial también era así , grandes empresas se aprovecharon incialmente ."
674,"ahí hace falta más liderazgo del estado , que todo el mundo pueda aprovechar de la inteligencia artificial a partir de los datos que el estado ya tiene . - entonces , debería ser una cuestión de estado cómo se maneja y qué se hace con la información que brinda el bigdata . - el estado podría aprovechar para desarrollar instituciones y regulaciones con mucho más conocimiento , puesto que maneja aproximadamente un tercio de los datos de los habitantes del país ."
675,"si estamos en una época en que los datos son el nuevo petróleo , el motor de la economía , está claro que el estado debería asegurar de que ese tercio de los datos estén usados para dinamizar la economía , para revitalizar las democracias , para que las personas se involucren . - ¿ qué tan beneficioso ( o peligroso ) es para las democracias actuales el hecho de que solamente algunos sectores accedan a la información proporcionada a partir de bigdata ? - hay un peligro latente para la democracia ."
676,"por otro lado , los representantes pueden usar el bigdata para controlar e inducirnos ."
677,"este juego de control en ambas direcciones , para el que las herramientas del bigdata parecen ideales , está absolutamente contraindicado para las democracias representativas ."
678,"hay que repensar la democracia por completo , a la luz de los datos . - a la luz del bigdata - cada dato , por definición , viene del pasado ."
679,"entonces , todo lo que podría hacer con el bigdata es predecir con bastante exactitud qué puede pasar si nada cambia ."
680,"para cambiar el futuro , al bigdata hace falta agregarle visión y teoría ."
681,"busca fondos y reducir la deuda del grupo . 3 de abril • movistar la plataforma de bigdata e inteligencia_artificial de telefónica llegó a argentina vía movistar 26 de febrero • inteligencia artificial cómo operaban los dos hackers que estafaron en 50 millones de pesos a movistar 6 de septiembre de 2017 • smartphones movistar , con nueva plataforma de servicios en la ' nube ' 12 de junio de 2017 • tecnologia movistar lanzó su propio ' plan canje ' de celulares : lo que tenés que saber 3 de noviembre de 2016 • plan canje celulares 22 de febrero de 2016 movistar movistar asegura que sus clientes percibirán en marzo el impacto de mejoras en el servicio la firma también especificó en el congreso mundial de móviles que en el segundo semestre se implementará en el país tecnología bigdata para evitar aún más las saturaciones . googletag . cmd . push ( function ( ) { googletag . display ( ' dfp - rectangle_1 ' ) ; } ) ; 13 de noviembre de 2015 tarifa telefónica desde enero , suben las tarifas de la telefonía celular la empresa claro anunció ayer un aumento de alrededor del 10 por ciento en todos sus planes ."
682,|| movistar asegura que sus clientes percibirán en marzo el impacto de mejoras en el servicio la firma también especificó en el congreso mundial de móviles que en el segundo semestre se implementará en el país tecnología bigdata para evitar aún más las saturaciones .
683,"están en los primeros pasos de la empresa propia , pero por el desarrollo tecnológico de sus productos ven un horizonte de crecimiento en una actividad en la que tallan la bigdata e internet_cosas ."
684,"sistemas inteligentes de monitoreo y control remoto basados en redes inalámbricas de sensores e internet_cosas , con el empleo de inteligencia_artificial y bigdata ."
685,"grupo edisur te invita a descubrir este innovador proyecto futurista . 22 de agosto negocios pordiego dávila qué hay en el laboratorio tecnológico de la cordobesa vates la compañía trabaja en internet_cosas , en bigdata y en inteligencia_artificial ."
686,"|| qué hay en el laboratorio tecnológico de la cordobesa vates la compañía trabaja en internet_cosas , en bigdata y en inteligencia_artificial ."
687,"esto significa que se puede aprovechar la analítica , la inteligencia_artificial , la ubicación , el bigdata y el internet de las cosas en un mismo lugar ."
688,"el ejecutivo señaló además que esta dinámica realidad del mundo empresarial demanda cinco características fundamentales a los sistemas de erp : - integración con redes_sociales - registro de analíticas - movilidad - integración con bigdata e iot ( internet de las cosas ) - alojamiento en la nube ' este tipo de soluciones son de bajo riesgo , representan un modelo innovador , demandan un menor tco ( costo total de propiedad ) y un menor tiempo de implementación ' , señaló para finalizar ."
689,"empresas proveedoras en el esquema comercial . 22 de agosto negocios pordiego dávila qué hay en el laboratorio tecnológico de la cordobesa vates la compañía trabaja en internet_cosas , en bigdata y en inteligencia_artificial ."
690,"esto es ofrecer el producto perfecto para cada cliente , en momento y precio ideal . googletag . cmd . push ( function ( ) {googletag . display ( ' dfp - rectangle_2 ' ) ; } ) ; hoy , enriquecido con software de última generación y el uso de inteligencia_artificial y bigdata , este sistema es la herramienta clave en la ' guerra de tarifas ' ."
691,"megaciudades , ' bigdata ' y mercados aparecen como posibles respuestas a esta pregunta , según participantes al foro económico mundial ."
692,"el segundo indica que el mundo será regido por estados centrales que controlen grandes volúmenes de datos ( bigdata , en inglés ) ."
693,"' los responsables de las políticas públicas deberían estar implementando políticas destinadas a guiar tendencias como la urbanización , el crecimiento de bigdata y el agrupamiento de personas en pequeñas comunidades , generalmente basado en su relación con el mercado ' , señala ."
694,"2 . bigdata el segundo escenario indica que el mundo será regido por gobiernos centrales fuertes que usan grandes volúmenes de datos para fortalecer su control . bigdata , que hace referencia al manejo de grandes volúmenes de información , es considerada el ' petróleo del siglo 21 ' mientras el mundo evoluciona hacia la consolidación de una red global de información ."
695,"mientras el uso de bigdata tiene un potencial importante para solucionar problemas , también despierta preguntas sobre quién posee , quién controla o quién regula el uso de esos datos ."
696,"' el uso de bigdata no está cerrada a gobiernos y corporaciones ; grupos criminales anónimos pueden abusar esa información también ' , dice nye ."
697,"aura es una plataforma de bigdata que permitirá a los clientes de la empresa gestionar los datos personales que producen al interactuar con cualquier infraestructura de telefónica : con la telefonía fija , telefonía móvil , internet o televisión . googletag . cmd . push ( function ( ) {googletag . display ( ' dfp - rectangle_2 ' ) ; } ) ; se trata de datos que abarcan , por ejemplo , a los hábitos de navegación de las personas que pagan el servicio de internet de speedy - páginas visitadas , frecuencia o contenidos - , o a los metadatos telefónicos , es decir , aquello que no es el contenido en una llamada : a quién se llama , a qué hora , con qué frecuencia , desde dónde , cuánto dura la llamada ."
698,"por otro lado , alonso afirmó que la idea de aura también es mejorar los servicios de atención al cliente , ' aprovechando toda esta digitalización de todas nuestras plataformas y esta organización de datos ' en una estructura de bigdata con inteligencia cognitiva ( inteligencia_artificial ) ."
699,"jon lee anderson ' nosotros somos el teatro de combate de la nueva guerra ' el reconocido periodista estadounidense , especializado en temas latinoamericanos , reflexiona sobre el presente de nuestra región y sobre el papel de la prensa en tiempos de posverdad y ' bigdata ' . 5 de noviembre de 2017 • jon lee anderson nicolás maduro , entre la lucha libre y el ajedrez 5 de noviembre de 2017 • jon lee anderson jon lee anderson y la ruta del che ' sin chávez , hay un momento de reajuste en el escenario regional ."
700,"el avance de los instrumentos para ' bigdata ' es irreversible , también para la actividad política ."
701,un acuerdo entre amazon ( uno de los grandes del bigdata ) y el gigante de la banca suiza ubs permitirá que un bot asesore a clientes cuando consulten sobre lo más conveniente para el inversor .
702,"esta firma , que comenzó a inicios de este siglo desarrollando software para el sector corporativo , ahora va por soluciones basadas en tecnologías como internet_cosas ( iot , por sus siglas en inglés ) , machine learning ( sistemas que aprenden de su propia actividad ) y bigdata ( manejo de grandes volúmenes de datos ) ."
703,"a partir del entrecruzamiento de información obtenida con bigdata , que entrega datos personales , financieros y de consumo , no se intentaría sólo detectar posibles comportamientos fraudulentos sino también evaluar la lealtad política y el civismo de los chinos ."
704,"zhou keda , socióloga de la academia china de ciencias sociales , explicó hace poco en la revista beijing review que el error de su país es no educar al pueblo en la importancia de la integridad , y que por mucho que lo intente , el sistema de crédito social y el bigdata no pueden motorizar un cambio de comportamiento profundo , sino apenas sancionar ."
705,"aníbal carmona , presidente de la entidad , anticipó que mostrarán los desarrollos argentinos en fintech ( empresas de base tecnológica que prestan servicios financieros en el país ) , agrotech , tecnología satelital y nuclear , el bigdata y la ciencia de datos ."
706,"y también están las ' blandas ' , que ayudan al productor o al asesor profesional en la gestión del campo : blockchain , bigdata e inteligencia_artificial , para el procesamiento datos en internet ; machine learning ( sistemas para proyectar producción ) ; imágenes satelitales para control de cultivos y suelos , e internet_cosas ( iot , por sus siglas en inglés ) , para el manejo de dispositivos ."
707,"createch schiaretti y un mensaje ' verde ' entre los crea a partir de la ley de forestación agroindustrial , se plantarán 50 millones de árboles en la provincia , dijo el gobernador . 13 de octubre de 2017 • createch por favio ré bigdata e inteligencia_artificial : el desafío de que las tecnologías sean verdaderas soluciones 12 de octubre de 2017 • bigdata por favio ré ' estamos en un sistema insumo - dependiente ; hay que pensar más en cultivos de servicios ' 12 de octubre de 2017 • createch por favio ré ' las inundaciones tienen que ver con el cambio climático pero más con el uso del suelo ' 11 de octubre de 2017 • inundaciones por favio ré schiaretti : ' hay que gravar la renta financiera , no la producción ' 11 de octubre de 2017 • retenciones 6 de octubre de 2017 createch poralejandro rollán ' el desafío que tenemos es crear empresas agropecuarias atractivas ' el presidente del congreso createch , que se hará en córdoba la semana próxima , adelanta cuáles serán los objetivos del encuentro ."
708,"' con herramientas de automatización de aprendizaje ( machine learning ) y opciones embebidas para visualizar ese gran volumen de datos en tiempo real ( bigdata ) , es posible elegir las kpis específicas para monitorear el negocio e inferir relaciones de esos datos ."
709,"estas tiendas bajo la marca de tmall serán establecimientos inteligentes , con una cadena de suministro proporcionada por alibaba distribution platform que utilizará la inteligencia de datos ( bigdata ) para mejorar su efectividad y , por ejemplo , estudiar cuáles son los productos más populares en un vecindario . googletag . cmd . push ( function ( ) {googletag . display ( ' dfp - rectangle_2 ' ) ; } ) ; lin xiaohai , vicepresidente de alibaba , dijo que las tiendas físicas de tmall se actualizarán en base a alibaba distribution platform , que ofrece una serie de servicios como pedidos de mercancías , logística , mercadotecnia y servicios de valor añadido ."
710,"' los conductores claves de la tecnología son del internet de las cosas ( iot , en inglés ) , la inteligencia_artificial y el análisis de bigdata ( bigdata ) ."
711,"carreras cortas carreras cortas y las nuevas vedetes : las tecnológicas las carreras vinculadas con la tecnología tienen un gran atractivo para quienes buscan mantener el ritmo de los cambios . bigdata , internet de la cosas y programación engrosan la lista de las propuestas académicas 3 . 0 , para darles un rótulo periodístico . 10 de marzo • educación se preparan como si fuera a correr la fórmula uno 12 de febrero de 2012 • carreras cortas si es corto y rápido , mejor 1 de febrero de 2010 • carreras cortas"
712,"es cierto que en 2010 , cuando david fincher dirigió su retrato del supuestamente oscuro origen de facebook y las malsanas motivaciones de su fundador , la plataforma tenía la cuarta parte de los usuarios que ahora , valía mucho menos que por estos días y no era la refinada maquinaria publicitaria que es gracias al desarrollo de algoritmos basados en bigdata ."
713,"están en los primeros pasos de la empresa propia , pero por el desarrollo tecnológico de sus productos ven un horizonte de crecimiento en una actividad en la que tallan la bigdata e internet_cosas . 19 de febrero de 2017 agro porwalter giannoni emprendedor a cualquier edad ricardo alonso , socio de recuperar srl , fertilizantes minerales ."
714,quadminds es una empresa que usa internet_cosas y bigdata para optimizar procesos logísticos .
715,trabaja en bigdata y encontró en el camino a la oficina un modo de entrenar .
716,"arranqué con mi empresa , kunan y me dediqué a tratar de agregar valor a las empresas con la tecnología , eso me apasiona . – trabajás con bigdata . . . – sí : el mundo en los próximos cinco años cambiará radicalmente , cada vez los seres humanos dejamos más rastros de lo que hacemos ."
717,"el evento se concretará el 2 y 3 de junio , con temas como innovación en medios digitales , ' fake news ' , bigdata , redes_sociales , nuevos perfiles periodísticos y uso de drones y cámaras 360° . googletag . cmd . push ( function ( ) {googletag . display ( ' dfp - rectangle_2 ' ) ; } ) ; también habrá talleres sobre video y otras herramientas digitales ."
718,"analizan el tema especialistas . 30 de abril de 2017 • redes_sociales por josé heinz globos , burbujas y bob marley 30 de abril de 2017 • spotify el colmo de inteligencia_artificial : desarrollan algoritmo que predice las discusiones entre parejas 20 de abril de 2017 • inteligencia artificial por pablo leites bigdata : la pista que lleva al poder 2 de abril de 2017 • bigdata por pablo leites ' los datos son el nuevo petróleo ' 2 de abril de 2017 • algoritmo 13 de diciembre de 2016 buscadores de internet no tan neutrales ni objetivos : por qué los algoritmos de búsqueda son racistas y machistas varios especialistas coinciden en que los cálculos matemáticos no están , como podría pensar , exentos de imprecisiones graves ni de no tomar en cuenta a determinados colectivos . googletag . cmd . push ( function ( ) { googletag . display ( ' dfp - rectangle_1 ' ) ; } ) ; 21 de enero de 2016 google chrome porredusers ."
719,la firma también especificó en el congreso mundial de móviles que en el segundo semestre se implementará en el país tecnología bigdata para evitar aún más las saturaciones .
720,"blanco precisó además que en el segundo semestre , hacia octubre , implementarán en el país una tecnología de bigdata que les permitirá adelantar a las saturaciones de red que puedan afectar los servicios que utilizan los clientes de la empresa . googletag . cmd . push ( function ( ) {googletag . display ( ' dfp - rectangle_2 ' ) ; } ) ; la tecnología para prevenir los problemas en la red antes de que los perciba el cliente , se aplicará para los servicios de voz y datos móviles en la argentina ."
721,"el 28 de febrero , apple transfirió la operación de su servicio icloud para usuarios chinos a la empresa china guizhou - cloud bigdata , un movimiento que afecta a todas las fotos , documentos , contactos , mensajes y otros datos que los usuarios chinos almacenan en la nube de apple ."
722,"internet de las cosas por diego dávila qué hay en el laboratorio tecnológico de la cordobesa vates la compañía trabaja en internet_cosas , en bigdata y en inteligencia_artificial ."
723,"intel por diego dávila qué hay en el laboratorio tecnológico de la cordobesa vates la compañía trabaja en internet_cosas , en bigdata y en inteligencia_artificial ."
724,"el desarrollo vincula inteligencia_artificial , simulaciones en tiempo real , análisis de bigdata , robots interactivos , sistemas de reconocimiento emocional y hasta la presencia de expertos vía hologramas ."
725,"mario barra por diego dávila qué hay en el laboratorio tecnológico de la cordobesa vates la compañía trabaja en internet_cosas , en bigdata y en inteligencia_artificial ."
726,"o de que la incontinencia verbal del empresario devenido conductor de reality shows y actual inquilino de la casa blanca ha sido ' profesionalizada ' y de lo que hay detrás de @potus y @realdonaldtrump es , en verdad , un ejército de especialistas en bigdata que sabe perfectamente qué decir , a quién y cuándo . googletag . cmd . push ( function ( ) {googletag . display ( ' dfp - rectangle_2 ' ) ; } ) ; como sea , resulta tan fascinante como perturbador ."
727,"en esta oportunidad , la búsqueda apunta a proyectos que aporten soluciones globales relacionadas con las temáticas de agrotech , salud , iot , bigdata , seguridad , saas , fintech y social media ."
728,"historia , reglamento , partidos memorables… ' ) . ' 200 ideas de libros ' se trata , acaso , de una distopía , una reflexión editorial sobre el presente , la época de las sinopsis , los trailers y la bigdata , donde hay cada vez menos espacio periodístico ( de papel ) para escribir sobre libros , donde los titulares se comen las notas , donde fueron alimentados los trolls . ' 200 ideas… ' es , así , un libro de tweets , el instagrameo del deseo de un editor ."
729,"vates por diego dávila qué hay en el laboratorio tecnológico de la cordobesa vates la compañía trabaja en internet_cosas , en bigdata y en inteligencia_artificial ."
730,"la propuesta consistió en siete alternativas , dos de ellas basadas en bigdata ."
731,"el directivo pasó por córdoba en el marco del foro 2013 que la compañía realizó para presentar las últimas tendencias en negocios y tecnología , como cloud computing ( la nube ) , bigdata ( bigdata ) , análisis predictivos y soluciones para ciudades ."
732,"también hay firmas que exportan este servicio como fligoo , que aplica inteligencia_artificial y bigdata ."
733,"ahora que ese mapa ya anticipa su consecuencia lógica : la edición de nuestros comportamientos con una política que se anticipe , usando bigdata , a todas nuestras preferencias . . . googletag . cmd . push ( function ( ) {googletag . display ( ' dfp - rectangle_2 ' ) ; } ) ; ahora que ese futuro es hoy , ¿ hacia dónde marcharán los antiguos editores que creían delinear en sus páginas el destino de la sociedad ?"
734,"los participantes pueden aplicar a ' intel start­ups catapult ' hasta el 6 de septiembre inclusive con ideas de negocios , diseños , proyectos , soluciones , planes de negocios , preferentemente en las áreas de computación en la nube , privacidad , seguridad , bigdata , servicios de geolocalización , api management y herramientas de desarrollo de software ."
735,"disertantes de nivel internacional estarán en el complejo ferial córdoba para hablar sobre ciudades inteligentes , transporte público integrado ; e - goverment ; gestión inteligente aplicada a la infraestructura urbana ; y bigdata en ciudades , entre otros puntos ."
736,"el ' cloud ' o computación en nube va , según el ejecutivo de la compañía china , ' más allá del almacenamiento de datos a través de equipos como ordenadores ' porque ' hablamos de inteligencia_artificial , del ' bigdata ' , de la ciberseguridad y del internet_cosas ( idc ) ' ."
737,"huawei calcula que , para 2025 , el idc alcanzará los 100 billones de conexiones a nivel mundial , mientras que la inteligencia_artificial permitirá que ' un 12 % de las casas tengan robots ' y el ' bigdata ' llegará a disponer de 180 zb de datos almacenados ."
738,"no sólo la web no es lo que tim berners lee pensaba que sería , sino que él mismo , considerado el ' padre de internet ' , es hoy una de las voces que se escuchan desde hace años con más fuerza denunciando las amenazas de profundizar el modo en que se utilizan herramientas como la recolección de datos , la inteligencia_artificial y el bigdata ."
739,"negocio un emporio sindical en torno a la basura de los cordobeses 14 de octubre de 2017 • basura robaron en un bazar céntrico de río cuarto y todo quedó grabado 26 de julio de 2017 • robo por walter giannoni el negocio comienza con el pozo : entrevista a lucas di luca 6 de febrero de 2017 • entrevista por walter giannoni un modo de vida y de vivir 1 de febrero de 2016 • entrevistas una plaga que se transformó en un buen negocio hace más de 50 años que la paloma es considerada una plaga en la argentina . 29 de noviembre de 2015 • palomas 26 de octubre de 2015 bigdata bigdata , herramienta inteligente para los negocios hp presentó en córdoba sus tecnologías y a kunan como su partner en estos productos ."
740,"uno de los expedientesse encuentra en la cámara federal y el otro en un juzgado . 29 de junio de 2015 inversión derrumbe de la inversión extranjera en el país entre 2004 y 2014 sólo uno de cada 10 dólares de los negocios externos que llegaron a sudamérica eligió argentina como destino . 7 de junio de 2015 negocio nuevas generaciones , nuevo modelo de negocio otro dato de la consolidación de la industria de las tic en córdoba es que ya tiene una segunda generación , un grupo de jóvenes emprendedores que ya dieron el salto y desarrollan productos y servicios para diferentes mercados en el mundo . 24 de mayo de 2015 desarrollo inmobiliario nuevo código trae nuevos negocios inmobiliarios abrió posibilidades antes impensadas , como el subsuelo o el espacio aéreo , o también alquilar edificios o urbanizaciones no terminadas . 23 de marzo de 2015 bolsa la bolsa no se guarda ningún festejo la bolsa local no para de subir y , en lo que va de 2015 , ha resultado ser un excelente negocio , con papeles que ganaron más del 100 por ciento . || bigdata , herramienta inteligente para los negocios hp presentó en córdoba sus tecnologías y a kunan como su partner en estos productos ."
741,"a partir de la recolección de bigdata , quieren lograr la detección temprana de enfermedades para la prevención ."
742,"de a poco , el sector agropecuario profundiza su relación con los avances tecnológicos y de grandes bases de datos ( bigdata ) para obtener soluciones y aplicaciones que los productores tienen disponibles a un click de su alcance ."
743,"no es un dato por aproximación : el informe de abril del iab ( oficina de publicidad interactiva , por su sigla en inglés ) implica que durante 2016 fue tal el crecimiento de lo que google y facebook facturaron por su principal ingreso ( publicidad microsegmentada a partir de bigdata e inteligencia_artificial ) que el resto de los jugadores sumados ni siquiera pudo crecer un uno por ciento . googletag . cmd . push ( function ( ) {googletag . display ( ' dfp - rectangle_2 ' ) ; } ) ; y si la publicidad en internet supo ser invasiva , los adblockers o bloqueadores digitales de publicidad vinieron a significar un enorme dolor de cabeza para todos , incluidos los dos gigantes ."
744,"ahora los deportistas empiezan también a trabajar su mente , recurriendo a las neurociencias , mientras los coachs y dts , diseñan esquemas de entrenamientos personalizados , usando técnicas de análisis conocidas como ' bigdata ' ."
745,el desafío es que un deportista juegue tan bien como en un entrenamiento . bigdata .
746,"todos en nuestro país , oficialistas y opositores , reconocen que la bigdata es la herramienta que en pleno siglo 21 te puede hacer ganar una elección ."
747,"y de los trabajos que el oficialismo nacional hizo con el uso del bigdata el año pasado , el más exitoso fue en esta provincia ."
748,"eplad4m ( ' central_728x90x1 ' ) ; noticias relacionadas bigdata : así se usó en córdoba la herramienta en las legislativas google , facebook y los falsos profetas de la libertad estrategias ‘bigdata’ para la tanda publicitaria el gobierno también quiere usar datos de afip , registro de las personas y pami a comienzos de la semana que pasó , el periodista santiago o’donnell publicó un artículo en el que revelaba supuestos nexos entre the messina group y el gobierno de mauricio macri ."
749,"' tiene una cara inocente y una sonrisa bondadosa , que no coinciden con su forma de hablar y de pensar cuando está off the record ' , dijo un asesor político a the huffington post . bigdata ."
750,"fue allí donde usó bigdata : creó una app que un millón de usuarios de facebook pro - obama bajaron , y permitieron así que messina tuviera acceso a información de los amigos de los usuarios de la app sin que estos lo supieran ."
751,"antes y durante el mundial , el potente equipo entrenó con un software especial de la empresa alemana sap , que permite administrar grandes volúmenes de datos ( llamado bigdata ) en tiempo real y en base a eso tomar decisiones sobre el juego ."
752,"lo que hace el programa es adaptarla a un sistema de visualización que sea entendible por el entrenador y que le permita tomar decisiones estratégicas ' , explicó arturo gutiérrez , experto en soluciones sap y bigdata ."
753,"a días de la discusión parlamentaria , la agencia de comunicación cordobesa grupo feedback encaró una tarea poco habitual con estos temas : un análisis de bigdata en twitter sobre las posturas en torno a la legalización del aborto ."
754,"con la misma arrogancia , el excéntrico magnate afirma que ' el bigdata está sobrevalorado ' : cree que las nuevas tecnologías para recolectar y procesar datos personales de decenas de millones de votantes , consideradas por la clase dirigente como una herramienta capaz de revolucionar el proselitismo electoral , son puro humo ."
755,"trump asume un riesgo : mientras él sigue inmerso en la campaña tradicional , hillary clinton espera que el bigdata sea el arma más eficaz para destrozar el sueño presidencial del multimillonario ."
756,"esa es la magia del bigdata : permite detectar a los electores más ' persuadibles ' para cierto candidato y enviarles comunicaciones directas y personalizadas , sin malgastar recursos en votantes que ya decidieron su voto o que no lo respaldarían bajo ningún concepto ."
757,"a partir del análisis masivo de datos sobre el padrón electoral , interacciones de los usuarios en redes_sociales , utilización de motores de búsqueda en internet , registros de compras en línea y otras decenas de variables , las consultoras dedicadas al bigdata elaboran fórmulas y algoritmos sobre los que construyen ' modelos de votantes ' que guían el proselitismo customizado ."
758,porter es de los que creen que el bigdata explica gran parte del triunfo de obama contra mitt romney .
759,"en indiana , ted cruz había hecho una millonaria apuesta por el bigdata ."
760,"el equipo de bigdata toma la información de las antenas , la ‘anonimiza’ , se agrega ( se agrupa ) y se extrapola para representar un total de la población de la zona que quiero analizar ' , explicó a perfil sabrina muñoz , gerenta regional para la monetización de grandes volúmenes de datos para hispanoamérica en el grupo telefónica ."
761,"' en la radio y tv tradicional el contenido y la tanda publicitaria son los mismos para todos los consumidores , sean de la edad que sean , o aunque tengan diversos intereses ' , recuerda lucas mentasti , ceo para américa latina de xaxis , una compañía especializada en la compra de audiencia basada en análisis de bigdata , que pertenece al gigante de la publicidad wpp ."
762,"para cambiar esta situación , desde xaxis proponen la ' compra programática ' : significa hacer –en tiempo real– un ' matcheo ' entre el usuario y los avisos que los algoritmos de bigdata consideran más adecuados ."
763,es la era de la bigdata .
764,"es un programa de utilización de inteligencia_artificial que se suma el procesamiento de bigdata donde ponés toda la información que tenés disponible , anses , desarrollo social , el sistema de histórica clínica y trabaja en los niveles de previsibilidad de situaciones de riesgo deserción escolar y embarazo adolescente , que son los dos planes piloto que nuestros ' , expuso el mandatario provincial ."
765,"uu . del 2008 utilizando una estrategia de bigdata , el mundo aplaudió su inteligencia ."
766,"hoy , en cambio , cuando los que están a la vanguardia son los rusos , manipulando a los estadounidenses , y donald trump—quien también ganó las elecciones utilizando una avanzada estrategia de redes_sociales y bigdata—sentimos la vulnerabilidad absoluta de nuestros datos en carne propia ."
767,"de acuerdo con la agencia de medición de mercados statista , el mercado del bigdata global en 2011 representó 7 . 600 millones de dólares ; para 2016 , la cifra casi se multiplicó por cuatro , para alcanzar los 27 . 300 millones de dólares ."
768,"su negocio se basa en tres verticales fundamentales : un catálogo de contenido atractivo , propio y de terceros ; un modelo de recomendación que incite al usuario a permanecer en la plataforma , y un sistema de análisis de bigdata que le permite conocer las preferencias de sus usuarios , generar sus productos de mercadotecnia y crear productos audiovisuales ."
769,"macri es hijo de otra generación de la ortodoxia económica , la de la bigdata de internet , los celulares y las redes_sociales ."
770,"la desideologización va de la mano con la bigdata : cuando hay suficientes datos , la teoría sobra ."
771,"duran barba se la pasa haciendo encuestas transformando el humor de la sociedad también en datos , y con las redes_sociales y la bigdata hasta puede aspirar a construir un psicograma social y , con él , una psicopolítica ."
772,"para los críticos de la psicopolítica , la bigdata es ciega al futuro , sólo mide el presente ya transformado en pasado , siendo los grandes impulsos del humor social como la espuma en una corriente de agua ."
773,"' allí se exhibe sap leonardo con iot , machine learning , blockchain , bigdata , analytics , data intelligence y sap cloud platform como ingredientes clave para la transformación digital , haciendo que lo digital sea tangible ."
774,fue la primer experiencia de bigdata y comunicación política de éxito .
775,"' por un lado , vamos a promover el acercamiento de famaf con las empresas , para que las empresas puedan aprovechar el conocimiento y apoyo de los investigadores y avanzar en proyectos de i+d ; otra línea es el armando de una supercomputadora para ser usada en proyectos de inteligencia_artificial y que demanda una gran capacidad de procesamiento de datos ; y la tercera línea es una diplomatura para proyectos de inteligencia artificial , bigdata , machine learning ."
776,"es la magia del bigdata , considerada por la clase dirigente estadounidense como una herramienta capaz de revolucionar el proselitismo electoral ."
777,"a partir del análisis masivo de datos del padrón , interacciones de los usuarios en las redes_sociales , utilización de motores de búsqueda en internet , registros de compras en línea y otras decenas de variables , las consultoras dedicadas al bigdata elaboran fórmulas y algoritmos sobre los que construyen ' modelos de votantes ' y preseleccionan segmentos de la población en función de sus probables comportamientos electorales ."
778,"cuatro años después , el bigdata demócrata ha vuelto en su versión más perfecta , a tal punto que fue utilizado por los asesores de clinton para saber a qué ciudades , barrios , manzanas , cuadras y hasta puertas de hogares acudir en busca de potenciales votantes ."
779,"convencido de que ' el bigdata está sobrevalorado ' y de que , en 2008 y 2012 , ' el que consiguió los votos fue obama y no sus máquinas de procesamiento de datos ' , el candidato republicano prescindió de las tecnologías más refinadas y organizó su campaña en torno a lo llamativo –y , por tanto , convocante– de su propia y excéntrica figura ."
